# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 44, mean observations per image: 789.36363636363637
1 0.89899459308888063 0.051074624898842354 -0.28498824197092021 -0.32860585239268736 -8.964932690396374 3.933068375072609 -5.2262208245297517 1 test0.jpg
